no,apt_id,way_no,dist,x,y
5590,1165010621,45,1210.478454,127.0064332,37.50295204
5591,1165010621,119,1550.246298,127.0023835,37.50211998
5592,1165010626,106,820.0759846,127.0070937,37.51773721
5593,1165010626,45,1021.719136,127.0064332,37.50295204
5594,1165010626,119,1352.119868,127.0023835,37.50211998
5595,1165010651,45,508.4031017,127.0027237,37.50236857
5596,1165010651,119,536.4228529,127.0023835,37.50211998
5597,1165010651,106,596.7720348,127.001017,37.51295286
5598,1165010801,45,1111.440104,127.009918,37.49871926
5599,1165010801,68,1811.796983,127.0162506,37.48472578
5600,1165010801,119,1816.383574,127.0023835,37.50211998
5601,1165010853,45,774.7254085,127.009918,37.49871926
5602,1165010853,68,1239.126759,127.0162506,37.48472578
5603,1165010853,119,1602.827707,127.0023835,37.50211998
5604,1165010810,68,1218.098723,127.0162506,37.48472578
5605,1165010810,99,1607.314108,127.0172426,37.47904369
5606,1165010810,45,1652.14516,127.009918,37.49871926
5607,1165010707,119,157.3743198,126.9974118,37.50007791
5608,1165010707,45,596.5788852,127.0027237,37.50236857
5609,1165010707,106,774.8020911,126.9943052,37.50876422
5610,1165010615,106,368.0951033,127.0103306,37.52066079
5611,1165010615,131,1199.010118,127.0058233,37.52756375
5612,1165010615,123,1614.778127,127.0136006,37.53384801
5613,1165010313,128,133.6385273,127.0257994,37.45817015
5614,1165010313,99,1335.770099,127.0312074,37.47106771
5615,1165010313,129,1510.644634,127.0385927,37.46585348
5616,1165010808,68,1460.314304,127.0162506,37.48472578
5617,1165010808,45,1767.508895,127.009918,37.49871926
5618,1165010808,99,1834.778863,127.021457,37.47717744
5619,1165010611,106,648.4171198,127.0106669,37.5209486
5620,1165010611,131,1456.187349,127.0095996,37.52949781
5621,1165010611,45,1574.572913,127.0064332,37.50295204
5622,1165010633,106,367.3161957,127.006835,37.51761356
5623,1165010633,131,1099.076199,127.0006167,37.52192871
5624,1165010633,45,1163.793913,127.0063244,37.50300578
5625,1165010617,106,214.3480958,127.0085308,37.51912073
5626,1165010617,131,1018.591292,127.0017549,37.52343419
5627,1165010617,45,1509.631114,127.0063244,37.50300578
5628,1165010138,45,312.5000458,127.000363,37.48246175
5629,1165010138,99,551.5353543,127.0058754,37.47592547
5630,1165010138,68,574.5297853,127.0053655,37.47526684
5631,1165010110,21,535.6281923,126.9825548,37.49561563
5632,1165010110,86,550.2118594,126.9824778,37.49574496
5633,1165010110,119,881.745384,126.9867742,37.49869099
5634,1165010314,128,97.17447876,127.0237805,37.45728171
5635,1165010314,99,1514.347829,127.0312074,37.47106771
5636,1165010314,129,1708.325034,127.0385927,37.46585348
5637,1165010809,68,1472.520093,127.0200017,37.48164634
5638,1165010809,99,1812.729284,127.021457,37.47717744
5639,1165010809,45,1869.331258,127.009918,37.49871926
5640,1165011101,129,421.3422606,127.0557488,37.4522337
5641,1165011101,99,1198.33783,127.0493783,37.46183768
5642,1165011101,10,1382.574731,127.0565199,37.46833307
5643,1165010610,106,559.0232628,127.0126805,37.52272716
5644,1165010610,131,1284.910154,127.0101215,37.5297015
5645,1165010610,123,1560.882649,127.0136006,37.53384801
5646,1165010827,68,154.665824,127.0170087,37.48336861
5647,1165010827,99,524.4076958,127.0172426,37.47904369
5648,1165010827,45,1567.155419,127.0028473,37.48471103
5649,1165010647,106,393.0174767,127.0112332,37.52143319
5650,1165010647,131,1190.233348,127.0094795,37.52945094
5651,1165010647,123,1553.179232,127.0136006,37.53384801
5652,1165010828,68,50.53836526,127.0164783,37.48431811
5653,1165010828,99,536.9658041,127.016209,37.47929508
5654,1165010828,45,1421.580261,127.0028473,37.48471103
5655,1165010858,68,500.1866585,127.0162506,37.48472578
5656,1165010858,99,868.0657341,127.015259,37.47895904
5657,1165010858,45,924.9051502,127.0028473,37.48471103
5658,1165010718,45,59.20348036,127.0069021,37.50233153
5659,1165010718,119,514.6356365,127.0023835,37.50211998
5660,1165010718,106,1239.768349,127.0029028,37.51389467
5661,1165010130,86,950.2381858,126.9766301,37.49149443
5662,1165010130,21,957.2112595,126.9766204,37.49159791
5663,1165010130,26,1010.169222,126.9812504,37.47643177
5664,1165010608,106,266.6217209,127.0134408,37.52342937
5665,1165010608,131,977.1773014,127.0101215,37.5297015
