no,station_cd,station_nm,line_num,line_name,fr_code,xpoint_wgs,ypoint_wgs
803,,못골,B2,2호선,,129.08671,35.1348185
804,,지게골,B2,2호선,,129.0742336,35.1356238
805,,문현,B2,2호선,,129.0672791,35.1391556
806,,국제금융센터·부산은행,B2,2호선,,129.0667394,35.1457315
807,,전포,B2,2호선,,129.0653615,35.1528375
808,,서면,B2,2호선,,129.061104,35.1562821
809,,부암,B2,2호선,,129.0504287,35.1574388
810,,가야,B2,2호선,,129.0428245,35.155873
811,,동의대,B2,2호선,,129.0325502,35.154041
812,,개금,B2,2호선,,129.020379,35.1531977
813,,냉정,B2,2호선,,129.0125188,35.1512715
814,,주례,B2,2호선,,129.0031367,35.1504933
815,,감전,B2,2호선,,128.9912788,35.1555034
816,,사상,B2,2호선,,128.9846451,35.1624262
817,,덕포,B2,2호선,,128.9839717,35.1739514
818,,모덕,B2,2호선,,128.9855504,35.1801402
819,,모라,B2,2호선,,128.9886078,35.1896429
820,,구남,B2,2호선,,128.9948669,35.1968839
821,,구명,B2,2호선,,128.9994397,35.2026422
822,,덕천,B2,2호선,,129.005476,35.2103622
823,,수정,B2,2호선,,129.009148,35.2230862
824,,화명,B2,2호선,,129.0139223,35.2360081
825,,율리,B2,2호선,,129.0129312,35.2473017
826,,동원,B2,2호선,,129.0124458,35.2586361
827,,금곡,B2,2호선,,129.0169078,35.2674592
828,,호포,B2,2호선,,129.0174955,35.2845714
829,,증산,B2,2호선,,129.0102819,35.3082748
830,,부산대양산캠퍼스,B2,2호선,,129.0139411,35.3168883
831,,남양산,B2,2호선,,129.0194262,35.3254502
832,,양산,B2,2호선,,129.0264462,35.3387311
833,,수영,B3,3호선,,129.1145588,35.1662312
834,,망미,B3,3호선,,129.108319,35.1715254
835,,배산,B3,3호선,,129.0957317,35.1734607
836,,물만골,B3,3호선,,129.0856101,35.1767608
837,,연산,B3,3호선,,129.0808556,35.1891252
838,,거제,B3,3호선,,129.0739635,35.1885465
839,,종합운동장,B3,3호선,,129.0675759,35.1912711
840,,사직,B3,3호선,,129.0650631,35.198973
841,,미남,B3,3호선,,129.0681256,35.2055802
842,,만덕,B3,3호선,,129.0361513,35.2129609
843,,남산정,B3,3호선,,129.0241513,35.2133334
844,,숙등,B3,3호선,,129.0134718,35.2121433
845,,덕천,B3,3호선,,129.0059795,35.2102228
846,,구포,B3,3호선,,128.996857,35.2069721
847,,강서구청,B3,3호선,,128.981961,35.2112222
848,,체육공원,B3,3호선,,128.9694556,35.2125038
849,,대저,B3,3호선,,128.9610525,35.213364
850,,미남,B4,4호선,,129.0770985,35.2047886
851,,동래,B4,4호선,,129.0687053,35.2087569
852,,수안,B4,4호선,,129.0838579,35.2018889
853,,낙민,B4,4호선,,129.0908305,35.2001858
854,,충렬사,B4,4호선,,129.0975335,35.1996926
855,,명장,B4,4호선,,129.1018264,35.2053233
856,,서동,B4,4호선,,129.1072581,35.2130886
857,,금사,B4,4호선,,129.1151351,35.2156483
858,,반여농산물시장,B4,4호선,,129.1240167,35.2177475
859,,석대,B4,4호선,,129.1368289,35.2181146
860,,영산대,B4,4호선,,129.1461606,35.2256072
861,,동부산대학,B4,4호선,,129.1538036,35.232421
862,,고촌,B4,4호선,,129.1604456,35.235972
863,,안평,B4,4호선,,129.1598439,35.236149
864,,설화명곡,D1,1호선,,128.4891747,35.798434
865,,화원,D1,1호선,,128.5006743,35.8044346
866,,대곡,D1,1호선,,128.5124902,35.8094413
867,,진천,D1,1호선,,128.5231198,35.8138932
868,,월배,D1,1호선,,128.5303276,35.8161419
869,,상인,D1,1호선,,128.5379122,35.81895001
870,,월촌,D1,1호선,,128.5454959,35.8237353
871,,송현,D1,1호선,,128.5517442,35.8310707
872,,성당못,D1,1호선,,128.5570329,35.8371302
873,,대명,D1,1호선,,128.5653723,35.8393175
874,,안지랑,D1,1호선,,128.5731758,35.8392625
875,,현충로,D1,1호선,,128.5819235,35.8411764
876,,영대병원,D1,1호선,,128.5876227,35.8439517
877,,교대,D1,1호선,,128.5905907,35.8500932
878,,명덕,D1,1호선,,128.5911472,35.85795
879,,반월당,D1,1호선,,128.5931766,35.8658265
880,,중앙로,D1,1호선,,128.5940123,35.8709689
881,,대구역,D1,1호선,,128.5971645,35.87633554
882,,칠성시장,D1,1호선,,128.6051695,35.8761318
883,,신천,D1,1호선,,128.6176499,35.8746352
884,,동대구역,D1,1호선,,128.6274827,35.8773063
885,,큰고개,D1,1호선,,128.6320783,35.8842403
886,,아양교,D1,1호선,,128.6396439,35.8871205
887,,동촌,D1,1호선,,128.6504556,35.8859628
888,,해안,D1,1호선,,128.6599161,35.8835047
889,,방촌,D1,1호선,,128.6701172,35.8796357
890,,용계,D1,1호선,,128.6816392,35.8762451
891,,율하,D1,1호선,,128.6927792,35.869782
892,,신기,D1,1호선,,128.7024744,35.8666973
893,,반야월,D1,1호선,,128.7136519,35.8659915
894,,각산,D1,1호선,,128.7241673,35.8680016
895,,안심,D1,1호선,,128.7337981,35.871287
896,,문양,D2,2호선,,128.4370925,35.8640802
897,,다사,D2,2호선,,128.4585443,35.8647303
898,,대실,D2,2호선,,128.4656538,35.8572761
899,,강창,D2,2호선,,128.4783392,35.8530801
900,,계명대,D2,2호선,,128.4919803,35.8515018
901,,성서산업단지,D2,2호선,,128.5072487,35.8517268
902,,이곡,D2,2호선,,128.5157663,35.8506179
903,,용산,D2,2호선,,128.5283873,35.8489678
904,,죽전,D2,2호선,,128.5383948,35.8505457
905,,감삼,D2,2호선,,128.5479079,35.8542342
906,,두류,D2,2호선,,128.556611,35.8575471
907,,내당,D2,2호선,,128.5647454,35.8601771
908,,반고개,D2,2호선,,128.5725547,35.8621951
909,,신남,D2,2호선,,128.5824619,35.8648514
910,,반월당,D2,2호선,,128.5931766,35.8658265
911,,경대병원,D2,2호선,,128.6028013,35.8632008
912,,대구은행,D2,2호선,,128.6142237,35.859736
913,,범어,D2,2호선,,128.6244598,35.8590163
914,,수성구청,D2,2호선,,128.6359503,35.8587397
915,,만촌,D2,2호선,,128.6453731,35.8587976
916,,담티,D2,2호선,,128.653678,35.8548681
917,,연호,D2,2호선,,128.6722287,35.8464015
918,,대공원,D2,2호선,,128.6792762,35.8433154
919,,고산,D2,2호선,,128.6937532,35.8430434
920,,신매,D2,2호선,,128.7043707,35.8407194
921,,사월,D2,2호선,,128.7153604,35.8367698
922,,정평,D2,2호선,,128.7291931,35.8339827
923,,임당,D2,2호선,,128.7413908,35.8340163
924,,영남대,D2,2호선,,128.7521444,35.8358332
925,,칠곡경대병원,D3,3호선,,128.5598789,35.9584339
926,,학정,D3,3호선,,128.5591876,35.9515872
927,,팔거,D3,3호선,,128.5583589,35.9440832
928,,동천,D3,3호선,,128.5565397,35.9375571
929,,칠곡운암,D3,3호선,,128.5545466,35.9314735
930,,구암,D3,3호선,,128.5503283,35.9256614
931,,태전,D3,3호선,,128.5473948,35.9196721
932,,매천,D3,3호선,,128.544598,35.9109241
933,,매천시장,D3,3호선,,128.5457832,35.9044292
934,,팔달,D3,3호선,,128.5467238,35.8978273
935,,공단,D3,3호선,,128.5536432,35.89197052
936,,만평,D3,3호선,,128.56121,35.88985871
937,,팔달시장,D3,3호선,,128.5678952,35.8888602
938,,원대,D3,3호선,,128.5743892,35.8877838
939,,북구청,D3,3호선,,128.5814708,35.88387248
940,,달성공원,D3,3호선,,128.5820758,35.8756511
941,,서문시장,D3,3호선,,128.5822434,35.8698007
942,,신남,D3,3호선,,128.5823683,35.8641579
943,,남산,D3,3호선,,128.5832215,35.8566818
944,,명덕,D3,3호선,,128.5903532,35.8568903
945,,건들바위,D3,3호선,,128.5996309,35.8553572
946,,대봉교,D3,3호선,,128.6061931,35.8549367
947,,수성시장,D3,3호선,,128.6160194,35.8542739
948,,수성구민운동장,D3,3호선,,128.6253493,35.8524411
949,,어린이회관,D3,3호선,,128.6248376,35.8450799
950,,황금,D3,3호선,,128.6239561,35.8371259
951,,수성못,D3,3호선,,128.6236126,35.8314223
952,,지산,D3,3호선,,128.631554,35.8251257
953,,범물,D3,3호선,,128.6402283,35.8206813
954,,용지,D3,3호선,,128.6468718,35.8183834
955,,판암,DJ,1호선,,127.4583947,36.3169476
956,,신흥,DJ,1호선,,127.4487982,36.3196615
957,,대동,DJ,1호선,,127.4429828,36.329332
958,,대전,DJ,1호선,,127.433089,36.3312863
959,,중앙로,DJ,1호선,,127.4253284,36.3278605
960,,중구청,DJ,1호선,,127.4195483,36.3247774
961,,서대전네거리,DJ,1호선,,127.412538,36.3224449
962,,오룡,DJ,1호선,,127.4049286,36.328653
963,,용문,DJ,1호선,,127.3932815,36.3382738
964,,탄방,DJ,1호선,,127.3845455,36.3456914
965,,시청,DJ,1호선,,127.3867176,36.3514075
966,,정부청사,DJ,1호선,,127.3813087,36.3577244
967,,갈마,DJ,1호선,,127.3728848,36.3577616
968,,월평,DJ,1호선,,127.3647247,36.3582502
969,,갑천,DJ,1호선,,127.3541276,36.3543
970,,유성온천,DJ,1호선,,127.3415762,36.3536637
971,,구암,DJ,1호선,,127.3306879,36.3566134
972,,현충원,DJ,1호선,,127.3232448,36.3592121
973,,월드컵경기장,DJ,1호선,,127.3178971,36.3667971
974,,노은,DJ,1호선,,127.3178887,36.3741422
975,,지족,DJ,1호선,,127.3194849,36.3840829
976,,반석,DJ,1호선,,127.3146331,36.3920762
977,,녹동,G1,1호선,,126.9347355,35.1092471
978,,소태,G1,1호선,,126.9323523,35.12354928
979,,학동증심사입구,G1,1호선,,126.9283443,35.13290126
980,,남광주,G1,1호선,,126.9231778,35.13904153
981,,문화전당,G1,1호선,,126.9200098,35.1464262
982,,금남로4가,G1,1호선,,126.9147277,35.1506069
983,,금남로5가,G1,1호선,,126.9099192,35.15385467
984,,양동시장,G1,1호선,,126.901363,35.15435163
985,,돌고개,G1,1호선,,126.8955341,35.15187046
986,,농성,G1,1호선,,126.8838384,35.15326677
987,,화정,G1,1호선,,126.8758224,35.1521709
988,,쌍촌,G1,1호선,,126.8695543,35.1515992
989,,운천,G1,1호선,,126.858651,35.15051374
990,,상무,G1,1호선,,126.8486707,35.14675909
991,,김대중컨벤션센터,G1,1호선,,126.8413554,35.14319294
992,,공항,G1,1호선,,126.8118066,35.14409583
993,,송정공원,G1,1호선,,126.7995082,35.14357422
994,,광주송정역,G1,1호선,,126.7914934,35.13756364
995,,도산,G1,1호선,,126.7877026,35.131594
996,,평동,G1,1호선,,126.7696033,35.1247556
