join_key,area_use,deal_type,contract_ym,price
1165007550014,134.22,deal,202203,171000
1165007550014,146.71,deal,202006,135000
1165007550014,150.03,deal,202103,168000
1165007550014,190.91,deal,202001,180000
1165007570000,104.89,deal,202107,457000
1165007570000,106.25,deal,202108,455000
1165007570000,106.26,deal,202204,545000
1165007570000,107.47,deal,202206,590000
1165007570000,108.33,deal,202105,470000
1165007570000,140.13,deal,202206,660000
1165007570000,140.33,deal,202205,670000
1165007570000,196.8,deal,202108,385000
1165007570003,129.76,deal,202012,178500
1165007570003,168.77,deal,201911,178000
1165007570003,181.6,deal,202204,250000
1165007570003,257.12,deal,201907,205000
1165007580004,127.94,deal,202201,225000
1165007580004,131.41,deal,202110,230000
1165007580004,132.39,deal,202203,220000
1165007580004,177.52,deal,202105,232500
1165007610005,172.39,deal,202101,158000
1165007630012,84.8,deal,202009,86000
1165007640000,21.58,deal,202204,21000
1165007640000,25.17,deal,202007,26700
1165007640000,30.01,deal,202202,38500
1165007640000,30.89,deal,202205,30000
1165007640000,31.15,deal,202108,34000
1165007640000,44.48,deal,202107,62500
1165007700001,80.33,deal,202006,125000
1165007700001,81.39,deal,202206,185000
1165007700001,81.88,deal,202102,140000
1165007700001,116.13,deal,202110,230000
1165007720013,133.31,deal,202105,225000
1165007720013,158.82,deal,202109,250000
1165007720013,159.47,deal,202112,270000
1165007720013,186.53,deal,202105,260000
1165007730000,59.89,deal,202012,125500
1165007730000,59.91,deal,202102,135000
1165007730000,59.97,deal,202108,143000
1165007730000,74.95,deal,202007,130000
1165007730000,74.96,deal,202106,155000
1165007730000,74.97,deal,202111,150000
1165007730000,84.93,deal,201907,101000
1165007730000,84.95,deal,202201,173000
1165007730000,84.96,deal,202206,165000
1165007730000,84.97,deal,202105,160000
1165007730000,84.98,deal,202104,153000
1165007750001,181.48,deal,202108,245000
1165007760003,89.84,deal,202204,212500
1165007760003,121.07,deal,202012,155000
1165007760003,155.23,deal,202102,210000
1165007760003,155.44,deal,202105,209000
1165007880000,51.89,deal,202105,91866
1165007880000,59.93,deal,202106,71000
1165007880000,84.95,deal,202206,114700
1165007880000,84.99,deal,202205,114700
1165007900026,68.33,deal,202004,58000
1165007900026,75.09,deal,202104,56000
1165007900026,80.64,deal,202108,120000
1165007900026,115.17,deal,202008,118000
1165007910010,159.27,deal,202101,160000
1165007970001,208.53,deal,202005,142000
1165007970022,123.21,deal,202006,130000
1165007970022,133.54,deal,202007,136000
1165007970022,136.06,deal,202006,143000
1165007970022,138.19,deal,201907,138500
1165007970022,140.64,deal,202012,164500
1165007970022,182.56,deal,202006,199000
1165007970030,198.53,deal,202205,380000
1165007970030,202.46,deal,202006,272500
1165007970030,216.73,deal,202007,280000
1165007970030,244.87,deal,202007,337000
1165007980001,244.92,deal,202011,360000
1165007980005,201.71,deal,202002,165000
1165007980010,181.08,deal,202103,265000
1165007980010,182.26,deal,202102,300000
1165007980011,179.19,deal,202002,340000
1165007990005,152.54,deal,202105,172000
1165007990005,163.39,deal,201909,185000
1165007990008,109.8,deal,202001,135000
1165007990009,155.93,deal,202203,199000
1165008000001,199.83,deal,202103,310000
1165008000003,176.52,deal,202104,189000
1165008000005,208.57,deal,202002,184000
1165008010001,172.97,deal,202105,160000
1165008010005,171.4,deal,202001,160000
1165008010007,107.62,deal,202107,174500
1165008020002,243.34,deal,202106,223333
1165008020004,244.2,deal,202001,197500
1165008020004,244.57,deal,202110,210000
1165008020008,114.16,deal,202012,145000
1165008020008,214.32,deal,202008,165000
1165008020010,113.36,deal,202101,134500
1165008020010,118.35,deal,202107,105000
1165008030004,130.59,deal,202102,179000
1165008030009,190.19,deal,201907,172000
1165008040001,119.11,deal,201911,115000
1165008040001,122.27,deal,202001,100000
1165008040005,244.44,deal,202105,310000
1165008040009,96.45,deal,201911,84500
1165008050014,73.72,deal,202107,160000
1165008050014,82.84,deal,202012,149000
1165008060001,203.79,deal,202205,239000
1165008060001,228.39,deal,201911,148500
1165008060003,125.36,deal,202104,121000
1165008060009,188,deal,201909,162000
1165008060009,208.85,deal,202106,228000
1165008060013,136.29,deal,202006,126000
1165008070005,242.77,deal,202005,240150
1165008070011,173.25,deal,202002,200000
1165008080003,209.39,deal,202011,200000
1165008080003,211.09,deal,202011,200000
1165008080003,217.02,deal,202011,200000
1165008080003,224.45,deal,202011,200000
1165008080008,110.27,deal,202105,135000
1165008080008,135.11,deal,202006,159000
1165008080010,104.65,deal,202009,114000
1165008080010,118.36,deal,202007,115000
1165008080010,131.65,deal,202107,170000
1165008080011,210.2,deal,202011,205000
1165008090017,109.73,deal,202011,149000
1165008090017,125.52,deal,202007,146000
1165008090022,101.59,deal,202011,138000
1165008090022,125.49,deal,202104,185000
1165008090026,100.38,deal,202009,138800
1165008100014,139.04,deal,202005,149000
1165008140031,84.28,deal,202102,140000
1165008150022,121.78,deal,202003,106000
1165008160001,33.73,deal,202006,33000
1165008160001,39.31,deal,202112,44500
1165008160001,43.93,deal,202204,47500
1165008160001,46.24,deal,202105,54500
1165008160001,57.37,deal,201907,54300
1165008160001,61.16,deal,202103,70000
1165008160001,62.75,deal,202009,85000
1165008160003,82.05,deal,202107,109000
1165008230014,116.48,deal,202011,137000
1165008250012,105.74,deal,202101,148000
1165008360001,36.84,deal,202105,50000
1165008360001,37.8,deal,201911,38000
1165008360001,74.16,deal,202012,107500
1165008360001,77.04,deal,202012,109500
1165008360004,80.81,deal,202007,94000
1165008360004,104.98,deal,202011,135000
1165008380001,243.71,deal,202112,282000
1165008400004,128.41,deal,202009,163000
1165008400010,102.42,deal,202008,100800
1165008400010,108.84,deal,201911,87000
1165008400012,174.37,deal,202205,253000
1165008410012,121.65,deal,202205,176300
1165008430001,243.59,deal,202012,215000
1165008430001,244.85,deal,202101,249000
1165008430003,185.11,deal,202107,197000
1165008430010,111.02,deal,202008,129000
1165008430010,111.36,deal,202010,140000
1165008430010,129.75,deal,202008,170000
1165008430011,136.87,deal,202011,150000
1165008430013,136.87,deal,202011,142000
1165008440027,239.33,deal,202105,230000
1165008450014,216.36,deal,202012,270000
1165008450014,242.41,deal,201908,220000
1165008450014,244.72,deal,202002,270000
1165008460001,73.25,deal,202108,119000
1165008460001,75.32,deal,202106,118500
1165008460004,139.84,deal,202006,133000
1165008460005,233.55,deal,202008,230000
1165008470025,243.25,deal,202106,270000
1165008470025,244.68,deal,202204,302000
1165008470034,202.4,deal,202103,288000
1165008470034,216.15,deal,202010,299500
1165008470034,229.17,deal,201910,310000
1165008470034,234.01,deal,202004,330000
1165008490001,164.41,deal,202012,180000
1165008490002,187.34,deal,202012,180000
1165008490024,92.82,deal,202102,107000
1165008490030,172.27,deal,202206,355000
1165008490030,204.41,deal,202112,335000
1165008530019,149.92,deal,202107,179000
1165008530019,157.02,deal,201911,101000
1165008640007,48.57,deal,201910,57000
1165008650024,204.69,deal,202103,180500
1165008650024,206.23,deal,202001,147000
1165008660010,25.48,deal,202110,75500
1165008660010,29.28,deal,202204,88800
1165008660010,34.59,deal,202101,75500
1165008660010,35.37,deal,202110,89800
1165008660010,35.53,deal,202205,89000
1165008660010,50.25,deal,202204,130000
1165008660020,28.84,deal,202207,27000
1165008660020,29.6,deal,202205,29700
1165008660020,36.63,deal,202206,42750
1165008660020,37.67,deal,202111,39500
1165008770004,129.1,deal,202108,140000
1165008770006,130.9,deal,201908,117000
1165008780016,139.57,deal,201912,110500
1165008780026,83.95,deal,202106,113000
1165008780026,84.77,deal,202006,74300
1165008780027,189.08,deal,202107,200000
1165008810026,163.36,deal,202203,253000
1165008810026,164.12,deal,202008,205000
1165008810026,164.16,deal,202107,208000
1165008810026,164.2,deal,202007,195000
1165008810026,164.53,deal,202008,204000
1165008830009,163.58,deal,202011,220000
1165008830009,186.98,deal,202110,310000
1165008830009,191.29,deal,202104,246250
1165008840021,164.25,deal,202111,258000
1165008840021,164.38,deal,202103,249000
1165008840021,188.21,deal,202205,278000
1165008850000,95.11,deal,202001,139900
1165008850000,106.58,deal,202005,149500
1165008850000,112,deal,201907,146500
1165008850000,120.43,deal,202007,178000
1165008850000,156.33,deal,202005,147000
1165008880034,141.66,deal,202012,193000
1165008880040,244.75,deal,202012,190000
1165008880053,164.96,deal,202105,220000
1165008880053,194.92,deal,202011,199000
1165008890005,145.76,deal,202103,155000
1165008890005,174.05,deal,202001,140000
1165008900008,127.8,deal,202107,138000
1165008900008,147.75,deal,202106,155000
1165008990016,84.9,deal,202006,149000
1165008990016,84.95,deal,202006,173300
1165008990016,84.96,deal,202103,189800
1165009060013,59.94,deal,202109,203000
1165009060013,59.97,deal,202103,178000
1165009060013,84.97,deal,202112,256500
1165009060013,121.48,deal,202105,282000
1165009060013,148.56,deal,202107,295000
1165009060013,164.46,deal,202107,320000
1165009150016,84.99,deal,202107,152000
1165009150016,128.11,deal,202108,189000
1165009170004,59.49,deal,202102,110000
1165009170004,59.57,deal,202102,109400
1165009230006,52.18,deal,202006,70700
1165009230006,56.97,deal,202006,77000
1165009230006,59.37,deal,202007,79000
1165009230006,60.12,deal,202106,100000
1165009230006,62.58,deal,202010,80000
1165009230006,65.11,deal,201911,72000
1165009230006,75.26,deal,202012,88000
1165009230006,84.45,deal,202010,110000
1165009230006,84.83,deal,202101,103500
1165009260007,96.25,deal,202009,102500
1165009260007,124.96,deal,202008,120000
1165009290004,77.3,deal,202006,74500
1165009290004,84.6,deal,202011,53000
1165009300001,84.94,deal,202012,150000
1165009300001,124.67,deal,202110,200000
1165009320034,39.79,deal,202109,55000
1165009320034,40,deal,202109,54000
1165009390009,148.37,deal,202005,80000
1165009400008,81.73,deal,202006,136000
1165009400008,93.07,deal,201910,120000
1165009400008,95.43,deal,202110,192500
1165009400008,127.2,deal,202002,145650
1165009560008,99.05,deal,202105,159500
1165009560008,130.15,deal,202108,216000
1165009570007,124.95,deal,202205,190000
1165009630016,181.39,deal,201911,265000
1165009680000,72.51,deal,202206,316000
1165009700013,137.25,deal,202103,135500
1165009710001,74.58,deal,201912,71000
1165009710001,78.93,deal,201912,75000
1165009710001,86.57,deal,202108,115500
1165009760015,81.85,deal,202006,146000
1165009780002,71.74,deal,201909,77000
1165009780002,100.65,deal,202010,78000
1165009800025,84.97,deal,202002,95000
1165009800025,144.01,deal,201907,97000
1165009800041,96.28,deal,202010,111000
1165009800041,103.21,deal,202012,116500
1165009800045,227.97,deal,201907,80800
1165009800048,132.19,deal,202109,145000
1165009810040,120.56,deal,202002,140000
1165009810040,121.26,deal,202009,140000
1165009810040,141.64,deal,202101,173000
1165009810040,173.97,deal,201907,180000
1165009820001,162.8,deal,202205,245000
1165009850015,110.26,deal,202007,115000
1165009850015,136.31,deal,202101,140000
1165009850015,141.83,deal,202008,135000
1165009870006,127.85,deal,202008,124500
1165009880001,102.65,deal,202110,245000
1165009880001,105.86,deal,202104,210000
1165009880001,106.96,deal,202007,190000
1165009880001,139.74,deal,202012,245000
1165009880001,167.01,deal,202104,265000
1165009880001,175.04,deal,202105,290000
1165009880001,175.14,deal,202105,265000
1165009920008,209.33,deal,201911,129000
1165009980000,122.78,deal,202108,209500
1165009990000,261.49,deal,202108,140000
1165009990002,254.45,deal,201908,150000
1165010020007,92.93,deal,202105,146500
1165010020008,84.98,deal,202104,135000
1165010020008,114.16,deal,202007,159000
1165010020009,148.99,deal,202106,155000
1165010020011,92.93,deal,202007,125000
1165010020022,92.93,deal,202011,122300
1165010060001,59.4,deal,202112,126500
1165010080002,114.09,deal,202107,228000
1165010080002,114.18,deal,202112,234000
1165010080002,127.31,deal,202105,213000
1165010080002,127.61,deal,202205,250000
1165010080002,141.83,deal,202011,210000
1165010080002,174.5,deal,202012,240000
1165010100001,44.61,deal,202002,76000
1165010100001,51.84,deal,202011,94000
1165010100001,65.85,deal,202102,130000
1165010100001,67.47,deal,202006,105800
1165010100001,79.8,deal,202108,180000
1165010100001,82.34,deal,202106,150000
1165010100001,84,deal,202202,195000
1165010100001,100.82,deal,202007,149500
1165010150000,84.78,deal,202106,190000
1165010150000,136.38,deal,202112,248000
1165010180001,88.26,deal,202205,197000
1165010180001,89.12,deal,202102,180000
1165010180001,89.62,deal,202007,157000
1165010180001,91.47,deal,202107,190000
1165010180001,151.54,deal,202206,282000
1165010190003,128.4,deal,202107,192000
1165010190003,196.84,deal,202205,230000
1165010210009,42.24,deal,202106,45000
1165010210009,83.11,deal,202008,64100
1165010210009,84.79,deal,202204,87000
1165010260014,164.43,deal,202110,217000
1165010260014,164.79,deal,202106,208750
1165010260014,187.91,deal,202012,148000
1165010270001,241.81,deal,202006,153000
1165010290001,144.34,deal,202012,140000
1165010290001,148.08,deal,202007,120000
1165010300001,59.98,deal,202203,130000
1165010300001,84.87,deal,202010,142700
1165010300001,114.46,deal,202006,146750
1165010300001,114.52,deal,202008,153000
1165010380000,84.91,deal,202204,198000
1165010380000,84.92,deal,202011,163000
1165010380000,84.93,deal,202109,192500
1165013010006,59.99,deal,202205,210000
1165013010006,84.95,deal,202104,240000
1165013010006,95.65,deal,202012,223000
1165013010006,95.75,deal,202104,221000
1165013010006,95.8,deal,202203,267000
1165013030010,84.7,deal,202102,124000
1165013030010,84.89,deal,201912,95000
1165013030010,96.65,deal,202107,140000
1165013030035,84.2,deal,202008,105000
1165013030035,84.43,deal,202104,104000
1165013030035,84.47,deal,201912,103500
1165013030035,94.69,deal,202102,125000
1165013100004,84.62,deal,202101,214500
1165013100004,84.96,deal,202007,200000
1165013100004,130.3,deal,202006,190000
1165013100009,150.38,deal,202006,130000
1165013110010,59.62,deal,202108,220000
1165013110010,59.92,deal,202101,215000
1165013110010,74.93,deal,202007,230000
1165013110010,74.96,deal,202004,198000
1165013110010,84.93,deal,202101,259000
1165013110010,84.95,deal,202109,288000
1165013110010,97.7,deal,202202,315000
1165013110010,97.94,deal,201907,199000
1165013110010,104.11,deal,202011,268000
1165013110010,104.19,deal,201907,230000
1165013110010,104.4,deal,202201,307010
1165013110010,120.86,deal,202205,365000
1165013110010,120.98,deal,202102,315000
1165013120003,74.3,deal,202204,242500
1165013120003,84.98,deal,202205,249000
1165013120003,120.18,deal,202204,321000
1165013120003,133.45,deal,202202,325000
1165013150000,101.32,deal,202111,270000
1165013150000,131.04,deal,202111,325000
1165013150000,131.07,deal,202008,255000
1165013150000,160.46,deal,202105,275000
1165013160015,133.48,deal,202005,138500
1165013160015,150.85,deal,202204,125000
1165013160015,150.95,deal,202012,180000
1165013160015,154.9,deal,202105,158000
1165013160015,161.91,deal,202112,230000
1165013160015,163.68,deal,202012,155500
1165013160015,169.32,deal,202010,158000
1165013160031,32.66,deal,202102,33000
1165013160031,45.62,deal,202110,74000
1165013160031,46.28,deal,202204,75000
1165013160031,50.28,deal,201910,47800
1165013160031,65.32,deal,202106,85000
1165013160031,66.99,deal,202001,65500
1165013190013,178.21,deal,202104,149800
1165013190013,179.03,deal,202205,215000
1165013210006,136.04,deal,202002,117000
1165013210006,142.31,deal,202007,133000
1165013210006,178.58,deal,202205,143000
1165013260000,164.33,deal,202206,348000
1165013260000,164.73,deal,202012,266000
1165013260000,176.24,deal,201912,266000
1165013260000,181.5,deal,202005,262500
1165013260000,189.81,deal,202105,350000
1165013260000,197.79,deal,202110,390000
1165013260000,243.66,deal,201910,320000
1165013260000,243.9,deal,202011,380000
1165013260000,244.69,deal,201912,370000
1165013260000,244.87,deal,202003,370000
1165013260017,59.93,deal,202201,162000
1165013260017,76.67,deal,202102,179000
1165013260017,84.93,deal,202109,197000
1165013260017,134.91,deal,202008,220000
1165013270000,82.9,deal,201912,95000
1165013270000,103.56,deal,202012,165000
1165013270000,127.3,deal,202205,160000
1165013270023,18.53,deal,202112,35000
1165013270023,27.64,deal,202110,43000
1165013270029,57.44,deal,202001,80000
1165013270029,59.56,deal,201912,75800
1165013270029,84.74,deal,202101,120000
1165013270029,84.98,deal,202101,120000
1165013270029,89.01,deal,201912,107000
1165013270029,109.73,deal,202010,140000
1165013300000,35.17,deal,202204,34000
1165013300000,35.22,deal,202205,30000
1165013300000,51.08,deal,202110,74000
1165013300000,52.83,deal,202012,62000
1165013300000,70.49,deal,202205,95000
1165013300016,138.99,deal,202003,98000
1165013300016,151.53,deal,202010,115000
1165013320013,83.6,deal,202110,294000
1165013320013,83.99,deal,202007,230000
1165013320013,101.55,deal,202109,299000
1165013330000,75.86,deal,202108,210000
1165013330000,76.21,deal,202102,204000
1165013330000,77.2,deal,202012,175000
1165013330000,77.78,deal,202102,202000
1165013330000,86.61,deal,202110,245000
1165013330000,88.68,deal,202105,218500
1165013330000,101.6,deal,202110,250000
1165013330000,102.21,deal,202006,185000
1165013330000,103.55,deal,202101,227000
1165013330000,132.1,deal,202205,295000
1165013340001,144.41,deal,202105,291000
1165013340001,166.1,deal,202203,368000
1165013350000,84.51,deal,202105,297000
1165013350000,119.41,deal,202110,450000
1165013370003,20.33,deal,202204,20000
1165013370003,20.34,deal,202205,19900
1165013370003,20.4,deal,202204,20000
1165013370003,20.99,deal,202201,19500
1165013370003,21,deal,202111,20250
1165013370003,21.07,deal,202206,26000
1165013370003,22.03,deal,202103,23000
1165013370003,23.37,deal,202203,25000
1165013370003,23.45,deal,202202,25000
1165013370022,57.88,deal,202010,83000
1165013370022,64.05,deal,202104,95000
1165013370022,81.97,deal,202005,95500
1165013370022,84.92,deal,202112,160000
1165013370022,84.97,deal,202106,126800
1165013380000,100.06,deal,201908,100000
1165013380000,116.04,deal,202007,130000
1165013380000,144.26,deal,201908,111500
1165013380000,163.95,deal,202008,135000
1165013380001,27.64,deal,202201,28500
1165013380001,28.66,deal,202204,30700
1165013380001,34.42,deal,202207,30000
1165013380001,35.9,deal,202206,37300
1165013380001,41.07,deal,202203,55000
1165013410000,59.95,deal,201908,193000
1165013410000,84.88,deal,202101,280000
1165013410000,84.93,deal,202108,294000
1165013410000,99.92,deal,202205,397000
1165013410000,112.95,deal,202008,320000
1165013410000,112.96,deal,202007,310000
1165013410000,130.92,deal,202112,490000
1165013410000,130.93,deal,202103,396000
1165013410000,150.96,deal,202102,425000
1165013420000,59.32,deal,202101,216000
1165013420000,59.92,deal,202204,220000
1165013420000,84.41,deal,202103,279500
1165013420000,84.68,deal,202110,319000
1165013420000,84.97,deal,202204,310000
1165013420000,106.51,deal,202108,370000
1165013420000,110.25,deal,202105,296000
1165013420000,133.04,deal,202003,300000
1165013430000,59.99,deal,202203,270000
1165013430000,84.96,deal,202205,340000
1165013430000,84.97,deal,202112,311000
1165013430000,84.98,deal,202205,329000
1165013430000,104.98,deal,202201,360000
1165013440000,59.94,deal,202110,180000
1165013440000,84.96,deal,202206,222000
1165013440000,114.78,deal,202106,240000
1165013440000,134.76,deal,202105,247300
1165013440002,84.88,deal,202012,140000
1165013440004,49.21,deal,202112,82300
1165013440004,55.1,deal,201910,75000
1165013440004,55.43,deal,202012,69000
1165013440004,81.24,deal,202105,100000
1165013440013,73.42,deal,202002,103500
1165013440013,81.76,deal,202108,160000
1165013440013,87.97,deal,201910,130000
1165013440013,92.77,deal,201910,130000
1165013440013,95.58,deal,202002,139900
1165013440013,107.69,deal,202110,182000
1165013440013,116.3,deal,202101,159000
1165013440013,121.71,deal,202008,160000
1165013440013,123.16,deal,202108,227000
1165013440013,125.41,deal,202012,180000
1165013440013,129.17,deal,201912,158000
1165013440013,132.79,deal,202009,170000
1165013440013,133.05,deal,202109,235000
1165013440013,134.78,deal,202010,175000
1165013440022,21.14,deal,202108,24800
1165013440022,24.14,deal,202201,28400
1165013440022,27.38,deal,202206,27000
1165013440022,35.81,deal,201908,39400
1165013440023,20.38,deal,202002,23600
1165013440023,34.26,deal,202001,28000
1165013440023,35.13,deal,201912,29950
1165013440023,35.76,deal,202108,33500
1165013440023,38.31,deal,201912,29950
1165013460000,62.05,deal,202108,167000
1165013460000,84.33,deal,202203,205000
1165013460000,84.34,deal,202204,204500
1165013460000,84.79,deal,202007,139500
1165013460000,84.8,deal,201907,127000
1165013470020,84.39,deal,202101,139000
1165013500013,84.9,deal,202006,117500
1165013500013,120.81,deal,202106,180000
1165013550024,26.9,deal,202109,49000
1165013550024,45.04,deal,201907,53000
1165013550024,63.58,deal,202006,84000
1165013550024,69,deal,202108,106000
1165013550024,77.39,deal,202203,107500
1165013550024,84.84,deal,202001,100000
1165013570044,98.44,deal,202001,81000
1165013590000,163.51,deal,202011,179000
1165013590050,95.33,deal,202005,134000
1165013590050,127.67,deal,201907,134700
1165013590050,130.66,deal,202006,159000
1165013590050,138.97,deal,202012,172500
1165013590050,162.41,deal,202204,229000
1165013590050,164.05,deal,202105,131000
1165013590050,172.33,deal,202012,177000
1165013620000,57.15,deal,202109,99500
1165013620000,73.08,deal,202109,140000
1165013620000,78.63,deal,202104,124000
1165013620000,83.11,deal,202102,133000
1165013620000,84.99,deal,202002,115500
1165013620010,27.57,deal,202109,64000
1165013620010,29.47,deal,202203,58800
1165013630025,19.99,deal,202204,24500
1165013630025,22.72,deal,202203,28000
1165013630025,25.75,deal,202105,31800
1165013630025,32.98,deal,202104,38700
1165013630025,35.91,deal,202107,39000
1165013640026,38.12,deal,202108,69800
1165013640026,43.38,deal,202007,45000
1165013640026,48.6,deal,202007,53000
1165013640026,50.01,deal,202006,47000
1165013640026,52.69,deal,202106,89000
1165013640026,62.59,deal,202006,59000
1165013640051,84.96,deal,202010,85000
1165013640051,123.53,deal,202010,95000
1165014200018,84.34,deal,202105,150000
1165014270007,107.53,deal,202108,132500
1165014280001,149.1,deal,202002,123000
1165014280001,149.11,deal,202105,157500
1165014280001,149.14,deal,202011,152500
1165014340002,82.17,deal,202003,118000
1165014340002,83.02,deal,202108,140000
1165014350002,82.27,deal,202011,110000
1165014350002,105.94,deal,202007,110000
1165014360014,137.46,deal,201908,157000
1165014360014,156.53,deal,202004,155000
1165014360014,164.74,deal,202009,194000
1165014360014,164.8,deal,202110,270000
1165014360014,164.83,deal,202007,150000
1165014360014,164.98,deal,202001,180000
1165014440007,84.98,deal,202007,160000
1165014440007,116.85,deal,202012,189500
1165014440007,133.47,deal,202010,186750
1165014440007,148.83,deal,202204,280000
1165014440019,154.96,deal,201907,119000
1165014450004,34.05,deal,202005,34800
1165014450004,35.38,deal,202110,32800
1165014450004,36.59,deal,202011,32850
1165014450004,36.83,deal,202204,40800
1165014450004,42,deal,202109,42000
1165014450004,43.62,deal,202205,42200
1165014450004,44.44,deal,202204,49000
1165014450004,45.25,deal,202205,49800
1165014450004,46.35,deal,202108,71000
1165014450004,47.35,deal,202108,47000
1165014450004,49.74,deal,202204,53000
1165014450004,50.18,deal,202104,61500
1165014450004,50.19,deal,202105,58500
1165014450004,50.39,deal,202104,62500
1165014450004,51.74,deal,201911,60000
1165014450004,51.75,deal,202011,60000
1165014450004,56.34,deal,202001,55500
1165014450004,58.6,deal,202103,71900
1165014450004,66.41,deal,201912,60000
1165014450013,55.59,deal,202109,80000
1165014450013,68.21,deal,202109,105000
1165014450013,71.9,deal,202102,90000
1165014450013,72.47,deal,202008,78800
1165014450013,82.46,deal,202110,135000
1165014450014,30.39,deal,202201,53000
1165014450014,33.06,deal,202109,69900
1165014450014,97.53,deal,202104,164000
1165014450014,136.02,deal,202101,215000
1165014450014,141.75,deal,202006,160000
1165014450014,152.95,deal,202101,220000
1165014450014,152.99,deal,202010,164000
1165014450014,186.72,deal,202009,230000
1165014450014,235.86,deal,202009,300000
1165014460011,147.86,deal,202207,270000
1165014460011,153.93,deal,202205,270000
1165014460011,164.87,deal,202205,211000
1165014460011,185.02,deal,202204,299000
1165014460011,205.67,deal,202109,275000
1165014460011,214.92,deal,202103,267000
1165014460011,216.16,deal,202202,325000
1165014460011,223.72,deal,201907,224000
1165014460011,239.22,deal,202104,371000
1165014460011,244.66,deal,201912,300000
1165014500001,154.02,deal,202012,180000
1165014500001,183.5,deal,202003,137500
1165014500001,195.48,deal,201911,160000
1165014510089,18.27,deal,202010,18000
1165014510089,18.59,deal,201908,19000
1165014510089,18.67,deal,202010,15000
1165014510089,19.3,deal,202108,18000
1165014510089,20.68,deal,202106,20000
1165014510089,22.37,deal,202203,20000
1165014540029,84.99,deal,202109,182000
1165014540029,85,deal,202007,145000
1165014540029,95.86,deal,202109,189000
1165014540029,95.88,deal,201908,118000
1165014540029,115.3,deal,202204,190500
1165014550009,137.07,deal,202205,226000
1165014560001,82.14,deal,201911,80000
1165014560001,118.32,deal,202110,146000
1165014560002,84.95,deal,202104,175000
1165014580006,84.74,deal,202003,135000
1165014640004,188.51,deal,201912,160000
1165014640004,220.34,deal,201909,168000
1165014650007,94.67,deal,201912,85000
1165014650007,95.53,deal,202006,80000
1165014660002,121.25,deal,201909,96000
1165014660003,103.22,deal,202009,100000
1165014660003,118.98,deal,202106,135500
1165014670003,185.09,deal,201909,143000
1165014670003,186.05,deal,202009,170000
1165014670003,188.47,deal,202002,150000
1165014670037,158.24,deal,202205,180000
1165014670062,158.24,deal,202107,213500
1165014670097,124.35,deal,202106,179000
1165014670097,146.13,deal,201912,162000
1165014710003,62.13,deal,202008,55000
1165014710005,97.86,deal,202107,106000
1165014710005,140.51,deal,202003,105000
1165014720001,110.52,deal,202103,155000
1165014720021,52.59,deal,202109,63000
1165014720021,84.48,deal,202107,104000
1165014730002,84.94,deal,202111,170000
1165014730002,102.63,deal,201907,123500
1165014730002,133.14,deal,202008,170000
1165014760018,171.03,deal,202009,233000
1165014770001,179.28,deal,202007,200000
1165014770001,226.19,deal,202106,250000
1165014830018,205.19,deal,202101,240000
1165014830018,235.57,deal,202106,288000
1165014840007,83.11,deal,202108,96000
1165014840007,83.12,deal,202110,107000
1165014860017,59.49,deal,202007,93230
1165014870001,19.38,deal,202203,36657
1165014870001,19.51,deal,202203,36725
1165014870001,22.89,deal,202203,42325
1165014870063,130.53,deal,202108,209000
1165014870115,88.96,deal,202003,80000
1165014870115,89.35,deal,202110,114500
1165014870121,128.15,deal,202012,149000
1165014870144,79.63,deal,201911,77000
1165014870144,100.71,deal,202002,87000
1165014870145,180.27,deal,202007,170000
1165014880005,118.09,deal,202102,120000
1165014900001,164.05,deal,201908,151000
1165014900001,201.67,deal,202012,205000
1165014900036,138.54,deal,202101,165000
1165014900036,150.32,deal,201911,155500
1165014910001,223.11,deal,202107,245000
1165014910001,223.25,deal,201909,240000
1165014910003,128.81,deal,202105,197000
1165014910003,141.12,deal,202102,170000
1165014910008,130.76,deal,202104,148000
1165014910014,179,deal,202008,170000
1165014910031,143.78,deal,202010,161000
1165014920001,153.82,deal,202202,162000
1165014920004,139.54,deal,202005,145000
1165014920004,151.1,deal,202003,145000
1165014920005,224.22,deal,202103,165000
1165014920013,199.34,deal,202012,180000
1165014920013,217.52,deal,201911,210000
1165014940004,219.44,deal,202104,300000
1165014940004,244.58,deal,201908,260000
1165014940004,244.98,deal,202106,345000
1165014950001,164.83,deal,202101,200000
1165014950002,266.52,deal,202203,325000
1165014950002,267.08,deal,202103,260000
1165014960024,273.86,deal,202009,520000
1165014970012,234.13,deal,202105,300000
1165014970018,242.58,deal,202103,200000
1165014980005,59.95,deal,202106,170250
1165014980005,59.97,deal,202205,200000
1165015060042,141.37,deal,202005,142706
1165015060042,143.84,deal,202101,179000
1165015060046,244.42,deal,202109,268000
1165015060047,152.48,deal,201910,118000
1165015060088,84.97,deal,201911,148000
1165015060088,134.19,deal,202110,214250
1165015070038,111.07,deal,202002,150000
1165015070038,113.11,deal,202110,199000
1165015070038,116.28,deal,202104,190000
1165015080039,121.03,deal,202010,110000
1165015090001,59.52,deal,202204,149990
1165015090001,99.06,deal,202006,164000
1165015090001,99.09,deal,202205,210000
1165015090001,110.59,deal,202007,157000
1165015100015,50.83,deal,202111,93000
1165015100015,81.88,deal,202011,99000
1165015100015,82.18,deal,202010,98000
1165015100015,82.24,deal,202105,106000
1165015100015,82.64,deal,202004,85000
