no,name,apt_id,lon,lat,dist,url
7033,잠원꿈밭어린이집,1165010643,127.0165669,37.51371803,606.725024,
7034,베베어린이집,1165010643,127.0126357,37.51966885,200.1390339,
7035,구립서초사랑어린이집,1165010643,127.0148142,37.5205341,171.6828517,
7046,잠원꿈밭어린이집,1165010615,127.0165669,37.51371803,319.5282246,
7047,베베어린이집,1165010615,127.0126357,37.51966885,428.1128179,
7048,구립서초사랑어린이집,1165010615,127.0148142,37.5205341,485.7359552,
7049,반포1동어린이집,1165010707,127.0184581,37.5099671,533.4235673,
7050,명은해어린이집,1165010837,127.0075886,37.48522506,663.2915276,
7051,서울시인재개발원쑥쑥어린이집,1165010837,127.0208536,37.4803762,627.5230166,
7052,락앤락샛별어린이집,1165010837,127.0183524,37.48766705,667.4555054,
7053,명은해어린이집,1165010806,127.0075886,37.48522506,627.4362201,
7054,서울시인재개발원쑥쑥어린이집,1165010806,127.0208536,37.4803762,667.0645246,
7055,락앤락샛별어린이집,1165010806,127.0183524,37.48766705,604.2606173,
7062,반포1동어린이집,1165010602,127.0184581,37.5099671,636.8287945,
7063,잠원꿈밭어린이집,1165010602,127.0165669,37.51371803,231.8839758,
7064,베베어린이집,1165010602,127.0126357,37.51966885,580.197891,
7065,구립서초사랑어린이집,1165010602,127.0148142,37.5205341,662.2903048,
7075,잠원꿈밭어린이집,1165010625,127.0165669,37.51371803,522.8282403,
7076,베베어린이집,1165010625,127.0126357,37.51966885,226.2060292,
7077,구립서초사랑어린이집,1165010625,127.0148142,37.5205341,286.6026813,
7078,반포1동어린이집,1165010623,127.0184581,37.5099671,395.0100095,
7079,잠원꿈밭어린이집,1165010623,127.0165669,37.51371803,546.2883738,
7083,반포1동어린이집,1165010619,127.0184581,37.5099671,395.9944837,
7084,잠원꿈밭어린이집,1165010619,127.0165669,37.51371803,405.3897297,
7093,반포1동어린이집,1165010613,127.0184581,37.5099671,490.2746116,
7094,잠원꿈밭어린이집,1165010613,127.0165669,37.51371803,265.9331773,
7106,서초성모어린이집,1165010701,127.0094985,37.50104285,387.3823823,
7117,잠원꿈밭어린이집,1165010616,127.0165669,37.51371803,451.796711,
7118,베베어린이집,1165010616,127.0126357,37.51966885,301.352765,
7119,구립서초사랑어린이집,1165010616,127.0148142,37.5205341,395.0220362,
7120,잠원꿈밭어린이집,1165010635,127.0165669,37.51371803,340.6398854,
7121,베베어린이집,1165010635,127.0126357,37.51966885,448.9784163,
7122,구립서초사랑어린이집,1165010635,127.0148142,37.5205341,546.6805006,
7132,서초성모어린이집,1165010704,127.0094985,37.50104285,469.1790724,
7150,베베어린이집,1165010620,127.0126357,37.51966885,74.12609576,
7151,구립서초사랑어린이집,1165010620,127.0148142,37.5205341,141.0491627,
7152,반포1동어린이집,1165010614,127.0184581,37.5099671,450.4784215,
7153,잠원꿈밭어린이집,1165010614,127.0165669,37.51371803,529.6514364,
7161,바름이어린이집,1165010844,127.0089442,37.49412713,593.3797703,
7162,서초성모어린이집,1165010844,127.0094985,37.50104285,460.8806108,
7163,명은해어린이집,1165010833,127.0075886,37.48522506,489.444029,
7164,서초구립서리풀어린이집,1165010833,127.0076433,37.49067852,658.5480293,
7165,락앤락샛별어린이집,1165010833,127.0183524,37.48766705,500.0186818,
7193,잠원꿈밭어린이집,1165010641,127.0165669,37.51371803,624.5865793,
7194,베베어린이집,1165010641,127.0126357,37.51966885,140.4445752,
7195,구립서초사랑어린이집,1165010641,127.0148142,37.5205341,304.2130112,
7196,반포1동어린이집,1165010642,127.0184581,37.5099671,537.2225861,
7197,잠원꿈밭어린이집,1165010642,127.0165669,37.51371803,656.3790374,
7211,반포1동어린이집,1165010632,127.0184581,37.5099671,568.7841294,
7212,잠원꿈밭어린이집,1165010632,127.0165669,37.51371803,450.8382025,
7213,잠원꿈밭어린이집,1165010601,127.0165669,37.51371803,572.5007108,
7214,베베어린이집,1165010601,127.0126357,37.51966885,231.7043523,
7215,구립서초사랑어린이집,1165010601,127.0148142,37.5205341,394.5019328,
7216,잠원꿈밭어린이집,1165010603,127.0165669,37.51371803,396.9124874,
7217,베베어린이집,1165010603,127.0126357,37.51966885,540.4962531,
7218,구립서초사랑어린이집,1165010603,127.0148142,37.5205341,673.6820292,
7219,잠원꿈밭어린이집,1165010607,127.0165669,37.51371803,396.9124874,
7220,베베어린이집,1165010607,127.0126357,37.51966885,540.4962531,
7221,구립서초사랑어린이집,1165010607,127.0148142,37.5205341,673.6820292,
7222,반포1동어린이집,1165010622,127.0184581,37.5099671,593.7640404,
7223,잠원꿈밭어린이집,1165010622,127.0165669,37.51371803,592.8705337,
7243,수표교어린이집,1165010831,127.0052677,37.48211469,674.8388342,
7244,명은해어린이집,1165010831,127.0075886,37.48522506,348.373797,
7245,서초구립서리풀어린이집,1165010831,127.0076433,37.49067852,655.443563,
7246,락앤락샛별어린이집,1165010831,127.0183524,37.48766705,646.8809127,
7248,반포1동어린이집,1165010646,127.0184581,37.5099671,622.984689,
7249,잠원꿈밭어린이집,1165010646,127.0165669,37.51371803,657.7691526,
7250,서울성모병원어린이집,1165010711,127.0051682,37.50062819,661.9792672,
7251,서초성모어린이집,1165010711,127.0094985,37.50104285,361.4830078,
7252,반포1동어린이집,1165010606,127.0184581,37.5099671,676.2379426,
7253,잠원꿈밭어린이집,1165010606,127.0165669,37.51371803,506.579814,
7275,잠원꿈밭어린이집,1165010639,127.0165669,37.51371803,576.5729638,
7276,베베어린이집,1165010639,127.0126357,37.51966885,433.6788271,
